Review,Rating,sentiment,review_length,polarity,label
week pregnant dealing dry rough patch skin face last month thought might well try since free totally fixed problem put beftween toner moisturizer havent flaky patch week love light feel well lovely smell definitely buying full size,5,positive,80,0.21762820512820513,2
ive bought moisturizer time weird pump dispenser thats always getting clogged end take pump smack bottle hand worry moisturizer oxidize dont screw pump back right design make waste much product product great dry sensitive skin want good amount spf never feel like heavy though naturally dry skin,2,negative,95,0.09567099567099567,0
use scrub ever day love way make skin feel fresh rejuvinated use shower granule come easily sink take time get granule love way make skin feel soft,5,positive,57,0.3154761904761905,2
este suero recibi tamb influesnter gusto por que aparte dejar piel hidratada con brillo gusta por que ayuda con anti envejecimiento gracias,5,positive,32,0.0,2
drunk elephant shaba eye cream eye cream eye cream one use line around eye looked softer line around eye mouth getting stronger started using eye cream week ago husband mom started using saw difference made texture soft not oily absorbs well,5,positive,72,-0.2,2
received try honest review really loved face cream helped face much,5,positive,22,0.49999999999999994,2
gifted farmacy bought multiple time one skincare staple youre not oil cleansing remove makeup cleansing skin youre not right lol make removing balm ive used one doesnt leave film skin washing help ingredient clean recommended everyone especially dry skin like would work great oiler skin,5,positive,92,0.3387566137566138,2
save money dont buy packaging description say soon oxidizes becomes pigmented shimmery product look like glittery bronze early lip gloss wont buying anything else inkey list awful misleading product also packaging trash every serum got brand began crusting due terrible packaging buy ordinary,1,negative,79,-0.45499999999999996,0
always wanted try sulwhasoo ever seeing one favorite youtubers raving far actually seen difference skin since using think purchase bigger size could really see difference,5,positive,44,0.16,2
nice facial oil feel good skin best sink skin wake soft skin oily combination skin might much dry skin fine line nice paired good moisturizer,5,positive,58,0.41,2
dont dislike moisturizer kind middle line far overall hydration normal non problematic skin maybe wonderful option skin need way moisture factor say smell nice clean nice texture price think find something comparable not better,3,neutral,70,0.33333333333333337,1
obsessed ole henriksens vitamin product didnt disappoint either packaging luxurious dispenses product well smell delicious lightweight texture absorbs beautifully skin combo skin give perfect boost hydration leaf glowing youthful bounce happy routine continue keep stocked ill recommend friend,5,positive,84,0.4000000000000001,2
first time trying sulwhasoo brand heard amazing review super excited try serum loving antiaging hydrating ingredient skin feel much softer glowy since started using use every morning evening boost performance product put face love scent texture slightly runny absorbs really quick far loving result purchase run,5,positive,94,0.29855769230769236,2
absolutely love product initially received sample beauty box instantly noticed skin much clearer thirty sun damaged skin concern dryness uneven skin tone fine line also dreadful adult hormonal acne not found greasy though initially putting feel slightly oily quickly dissipates not caused break fact improved calmed blemish less faint citrus smell pleasant away application use every morning sunscreen second purchase item little pricey definitely worth,5,positive,133,0.011805555555555548,2
excited try eye cream minimizing dark circle mild milium almost three week using cream twice day nothing dark circle milium gotten worse even gave pimple eye never happens also tested husband flawless skin two day broke pimple well,1,negative,76,0.18472222222222223,0
find similar cream cheaper made skin sting didnt notice moisturizing even summer dry fairly instantly leaf skin not feeling hydrated opinion smell cheap sting often not ive used whole jar wont repurchasing,2,negative,58,0.17222222222222225,0
product work great makeup smooth skin make soft although not fan smell also would apply two pump instead one wasnt enough,4,positive,35,0.3,2
stuff awesome use combination fresh vitamin nectar moisturizer simply amazing give moisturizer added treatment boost thats really helped reduce redness mild rosacea ive cystic acne calm skin add extra power moisturizer absolutely recommend,5,positive,53,0.37619047619047624,2
received influenster dior honest review cream luxurious moisturizing imparts beautiful glow skin not pearlessence sparkle make skin look healthy youthful even year old son said looked beautiful hate greasy lotion melted skin felt soft smooth win win book would definitely purchase use using morning night wake dont even feel like need put little long way come little scoop worked well serum sunscreen problem powdered foundation love love diori received influenster dior honest review cream luxurious moisturizing imparts beautiful glow skin not pearlessence sparkle make skin look healthy youthful even year old son said looked beautiful hate greasy lotion melted skin felt soft smooth win win book would definitely purchase use using morning night wake dont even feel like need put little long way come little scoop worked well serum sunscreen problem powdered foundation love love dior,5,positive,263,0.35000000000000003,2
smell good skin feel refreshed use even tho aware called ultra fine mist find hard spray equally feel like product end air face okay wont repurchasing,3,neutral,53,0.2839285714285714,1
bought travel size try smell really bad couldnt get past probably didnt give fair try look review really stink,2,negative,35,-0.19499999999999998,0
product great breakout love treat acne natural product instead chemical daily use prefer hydrating thicker moisturizer definitely reaching breakout received product complimentary exchange honest review,3,neutral,57,0.375,1
ive used product year worth every penny formula concentrated need smallest amout last forever take makeup use separate gentle eye makeup remover first use followed regular cleanser cant squeeze cut top another week worth theregreat product,5,positive,74,0.27734375,2
found moisturizer bit disappointing dont particular dry skin left face feeling tight dry throughout day secondly also issue pump mechanism stopped working know still access product pot big draw product not contaminating full pot product time use happy try affordable option wont buying,3,neutral,92,0.0691468253968254,1
vitamin serum effective little long way best part see visible result,5,positive,21,0.385625,2
finally got test fresh rose petalsoft lip cream deeply hydrate lip leaf smooth petalsoft pout smell like real rose petal perfect everyday night use,5,positive,36,0.4125,2
taste good part daily routine encourages drink water got morning skin superpowder complimentary goopglow love going buy future become routine,4,positive,44,0.39999999999999997,2
love way make eye feel make doesnt look dry day anymore eye become bit crepey lately definitely seems help,5,positive,36,0.03333333333333334,2
really enjoyed product consistency right not thin thick absorbs quickly didnt cause irritation unscented light herbalfloral scent really liked easily incorporated skincare routine,5,positive,46,0.23154761904761903,2
price point great vitamin rough one term finding good product doesnt bad stable enough find serum brightening doesnt breakout sensitive acne prone skin absorbs fast making layering product easier second bottle product gave one less star isnt top vitamin brand world lol,4,positive,76,0.21484848484848484,2
love stuff pleasant scent thick must colder month need use bit used product delivers day hydrating feeling leaf skin feeling firm,4,positive,54,0.20555555555555557,2
almost done bottle see change get pay,3,neutral,16,0.0,1
tried many foundation many occasion honestly worst primer ever used gave ugly skin followed instruction read tip online people properly apply still awful yes used different amount know look patchy use much doesnt matter primer emphasized line pore every little dry patch exposed peach fuzz didnt even know honestly maybe worst ever spent mostly dry skin oily patch acne primer anything help,1,negative,117,-0.12005208333333334,0
oil amazing oily acne prone skin honestly giving finding oil wouldnt break make break out worse none magic bottle purchased full size since decided purchase duo come mask well test case ended not working happy say skin not looked better since using oil,5,positive,90,0.43928571428571433,2
ive wanting try brand long time excited received free influenster ive using week honestly saved skin dry flakey bitter winter month facial leave night honestly skin feel nourished supple wake worth,5,positive,72,0.25856481481481475,2
product godsend skin never looked brighter plumped tiny line oblivion product smell like fresh orange grove citrusy fresh bit sticky use much noticed result within day noticed immediate disappearance fine line within week skin bright glowing highly recommend receive product free testing purpose boy happy recommend product,5,positive,92,0.3310606060606061,2
review raf product seen minimal improvement puffiness wrinkle used faithfully week would not recommend product dont waste money,1,negative,37,-0.1416666666666667,0
eye cream lightweight leaf nice texture eye look less tired use cream really say,4,positive,28,0.10333333333333335,2
got deluxe sample tarte oil love oil not fan cream doesnt anything lightdark circle definitely nothing brightens hydrate yes,2,negative,38,0.3666666666666667,0
fan peter thomas roth product cucumber gel always skin care staple excited find came new cream got try ive used many different brand eye cream say best one yet love texture lightweight hydrating pair facial cream highly recommend new product line peter thomas roth,5,positive,85,0.32446969696969696,2
stuff seriously become game changer use every day skincare routine used dread leaving house without makeup acne selfconscious using religiously last couple week tell huge difference skin smooth help keep acne bay dont mind leaving house without makeup got product test product continue use year come,5,positive,98,0.14192708333333337,2
ive never used cleanser effective yet feel like dream clean oily skin thoroughly yet texture gentle dont alarmed natural rose scent actually doesnt smell like old lady rose scent fresh super subtle application truly one best ive experienced also come weighted gorgeous glass bottle found always reaching morning wanted refreshing gentle yet effective wash took month finish,5,positive,98,0.39375,2
two week using gradually started notice irritation eye point eye almost swollen shut almost like chemical burn eye week not using eye still hurt fine line look much worse hate wanted like product much,1,negative,66,-0.14583333333333337,0
whoever said like drug store theyre wrong leaf feeling clean refreshed without drying like drug store drug store doesnt clean well literally see difference use product dont let say dont breaking much pricey tag worth buy dont regret buying product great,5,positive,74,0.2555555555555556,2
use eye dark shadow stopped using bit saw much shadow returned realized effective product use every day not sure ive seen difference line issue not targeting product use combination moisturizer,4,positive,64,0.05500000000000001,2
love product winter skin dry dull regular favorite werent cutting sad gentleman friend took birthday always includes stop sephora purchased love scent consistency skin look feel moisturizer bright ive used sometime not wearing makeup apply midday pick expensive yes worth weight gold heavy handed skin care almost ready new jar month someone isnt see last quite bit longer,5,positive,124,0.056868686868686874,2
week cleanser cleared acne right away stunned result plus take still work def repurchasing come big size well worth size love tingling refreshing feeling normal dry skin not dry suggest using moisturizer regardless take care scarring,5,positive,76,0.22172619047619047,2
using product year half say review correct going bottle quickly keep mind using one pump entire face neck spread well think ive gone bottle year alone ridiculous pay bottle live extremely dry climate skin suck moisturizer especially winter good bad thing moisturizer absorbs super quickly skin doesnt feel like completely hydrated one use eventually feel dry later day past winter skin got dry needed use fab salve help dont know skin used moisturizer formulation changed isnt effective used considering moisturizer marketed people dry skin expect moisturizing component come itall said moisturizer still one favourite struggled find good moisturizer acne prone sensitive combination skin year moisturizer company amazing skin type truly saved skin everything line done skin always loyal customer continue using productif looking moisturizer scent safe sensitive skin look,4,positive,284,0.12260822510822512,2
ive gotten older skin become dry face body decided try arm leg foot actually disgusting shower peeling like reptile worst foot know perhaps pricey really not problem youre suffering tried tonight best thing ive ever used face sure felt like took year foot arm leg talking pricey let talk never needing pedi tattoo arm first time year havent layer dead skin covering literally new person ill purchase full size next time bought travel pack try case hype best thing ive ever used,5,positive,158,0.09378496503496504,2
not hydrating broke hyaluronic acid better opjnion leaf skin hydrated leaf almost mattifying finish packaging flimsy,1,negative,35,0.39999999999999997,0
complimenrary influenster refreshing moisturizing starting take away puffiness making fine line disappear,5,positive,23,0.3055555555555556,2
loved obsessed stick skin need dose amount applied dont use much addition visible feeling minimized pore also felt lot hydration skin oily skin tonic part skin care routine one certainly part long time product excellent recommend,5,positive,77,0.2898809523809524,2
received product complimentary influenster return honest review first product packaged beautifully glass jar gold lid look expensive cream rich smooth spread easily eye doesnt pull skin ive worn morning night find pair well makeup leaf eye area feeling moisturized glowing hopefully continued use ill see change dark circle fine line,4,positive,81,0.2975,2
love balm dont wear lot makeup anymore use dissolve sunscreen leaf skin soft hydrated without waxy film like balm pleased,5,positive,35,0.353125,2
love product skin feel absolutely changed using ten day smell incredible ingredient pretty clean brand general highly recommend one,5,positive,41,0.30833333333333335,2
using product along murad product acne line ive noticed week use scar reduced visibility love feel smooth silky feeling one problem would say size bottle price think definitely need buy soon,5,positive,70,0.1991666666666667,2
far toning serum good really nice ingredient help even skin tone also focus pore whole line help blurring pore making appear smaller,4,positive,41,0.31999999999999995,2
struggled back chest acne year tried many different thing get rid tried others finding hesitant spend cad would repurchase every month product changed life waited absolute certain working reviewing started third bottle took month less one bottle acne disappear still get odd flare gone within day two finally wear low neck open back top worth price tag feel much confident swimsuit wider variety clothes chose wont regret giving shot hoping restocks soon plan buying bottle back,5,positive,172,0.10160383597883599,2
not work fact made dark spot darker not recommend product,1,negative,18,-0.234375,0
love scent work great combination skin issue pump hard sometimes pump product time,4,positive,26,0.2520833333333333,2
ive not tried many eyelash serum dont much compare bulbtype applicator cool touch feel nice soothing eye area applying serum seemed take little longer absorbed face serum use wasnt crazy long didnt notice change growth week eye area look brighter,4,positive,74,0.10972222222222222,2
received product free influenster honest review become favorite serum using two week already see difference face look healthier alive not burn cause red mark face also work well moisturizer definitely purchasing,5,positive,66,0.325,2
sure great product not recommended cream older store associate different skin type desperate finding cream believed good moisturizer way heavy greasy like shiny grandma style heavy late european skin put storage case skiing average daily life got something lighter easier good makeup case waist money good customer age,2,negative,114,0.13833333333333334,0
one week using cleanser number blemish neck decreased drastically week consistent use neck cleared getting past smell sulfur little tricky worth,5,positive,44,-0.05750000000000001,2
love smooth applies moisturized face feel morning definitely recommend product price well skin feel rejuvenated soft also feel like back life shine softness,4,positive,46,0.2,2
chemical sunscreen usually irritate recommend trying sensitive rosaceaprone dehydrated skin fair neutral undertonered overtone rosacea sun protection essential chemical sunscreen new generation not irritate skin new favorite allinone spfprimermoisturizer tried many including highendluxury brand already purchased backup hope refill available soon,5,positive,70,0.24002525252525253,2
dior cica recovery repair multiuse balm wonderful product used two small pea worth finger rubbed three fingertip index middle ring hand together dotted forehead cheek bone jawline neck gently rubbed noticed immediately smooth without feeling greasy oily used morning evening within three day noticed pleasant change skin texture dior multiuse balm light chamomile scent without overbearing flowery continued use dior balm winter weather favorable result workout daily not cause face sweat usual mids dry skin live high desert climate thermostat set way could better spf sunscreen added,5,positive,156,0.24300189393939395,2
tata harper skin cleaner gently skin yet leaf feeling clean refreshed cleanser light soft fragrant scent pleasant not overwhelming face not dry redness use love great skin look using product,5,positive,55,0.327037037037037,2
hydrating sleep mask although feel little sticky make feel uncomfortable falling asleep get worried pillow case touching sticky face personal weird feelingsopinions great product recommend face next morning feel great receive complimentary influenster not interfere honest opinion,4,positive,72,0.1572916666666667,2
going buy online read review said smelled bad went store sure enough worst smelling product ever thought could stand smell smelled bad put back also bottle oozed immediately took cap bad design glad able see person deciding would buy probably wont ever buy matter good change scent,1,negative,102,-0.08999999999999993,0
received product free influenster honest opinion far favorite product skin line lotion applies smoothly leaving greasy feeling behind big thing small amount long way make paying price much easier,5,positive,56,0.14250000000000002,2
product hydrate well smell great,5,positive,9,0.8,2
worth every penny amazing product one use skin smooth fresh whole day love,5,positive,20,0.45,2
oil nice burn eye wont recommend around eye area,3,neutral,16,0.6,1
one step treatment doesnt need rinse trap sweep away pollutant impurity makeup sunscreen feeding microbiota prebiotic inulin keep skin balanced well also powered antioxidant kombucha formula improves clarity face neck refines look pore smoothes skin texture amazing,5,positive,58,0.4,2
lightweight gelcream improve skin hydration thats surprisingly worked well dry skin type normally stay away gel formula dont find moisturizing enough however using hybrid several day skin remained hydrated throughout day formulated blemish prone skin mind moisturizer time month,5,positive,67,0.15666666666666668,2
stuff amazing ive tried many eye product one beat help puffiness circle not oily got promo ill definitely buy run,5,positive,40,0.15000000000000002,2
tati raf moisturizer right really dry skin leaf skin feeling nourished love ingredient peptide great makeup night cream received complimentary ole henriksen,5,positive,50,0.3638095238095238,2
product work wonder look like second skin remove redness key applying moisturizer skin even mixing daily moisturizer small pot little long way new holy grail,5,positive,44,-0.05600649350649351,2
high hope product broke along orbital area bad enough dealing dark circle fine line adding acne mix thanks ive really great experience nearly every product disappointed realize eye cream breaking addition falling behind claim itd improve appearance eye area,1,negative,78,-0.06439393939393938,0
use along cleanser toner moisturizer oily acne prone skin havent changed since swapped previous serum one skin entirely cleared,5,positive,41,-0.08333333333333333,2
got sample wow last product relatively quickly improved appearance skin term breakout brightness consider buying despite expensive,5,positive,32,-0.016666666666666663,2
cream beautiful give instant hydration skin also give glow without making skin look oily,5,positive,23,0.5,2
kiehls microdose antiaging retinol serum ceramides peptide work great didnt feel irritating side effect gotten retinol serum used couple week definitely see improvement fine line fading skin feel look firmer smoother even highly recommend,5,positive,61,0.1988095238095238,2
clinique dramatically different hydrating jellyprosdriesabsorbs quicklylightweightno shinefragrance free scentnot greasyleaves skin softdont use muchconsnot greatest dry skinstickytacky textureoverall didnt work well skin dry sensitive skin even though personally wouldnt use would like say didnt cause reaction breakout also love scent hopefully future make one targeted people dry skin would definetly open purchasing trying rating four star absorb quickly didnt cause breakout reaction lightweight also fact unscented wish lot product would follow suit loses one star not hydrating enough dry skin name state dramtic different hydrating somewhat dried skin title find little misleading wish would state tends work better oily normal skin got try complimentary honest unbiased opinion,4,positive,195,0.13223484848484848,2
really wanted like day cream doesnt work combination skin thats mostly oily cream heavy skin make skin extremely oily tried night bed little better feel like really calm skin course issue night far making skin oily reason wonderful cream doesnt work love smell though calming pleasing smell,3,neutral,105,0.2528846153846154,1
lightweight formula absorbs skin really well quickly work really well made skin soft smelled really bad liked container came really easy pump let perfect amount product,5,positive,51,0.27083333333333337,2
give product star morning cleanser oily skin need wash morning since isnt night time washing away make sunscreen wanted gentle non stripping exactly enough rinse away little bit dirt oil face accumulated previous night product extremely gentle hydrating wouldnt use night part double cleanse prefect morning cleanser like creamy thick consistency doesnt foam add water almost done bottle purchase one,4,positive,130,0.006203703703703699,2
ive market winter moisturizer good sensitive skin sampled not knowing help reduce redness rosacea applied night washed face first paid mind moisture effect didnt feel sticky oily couple hour went restroom noticed mirror redness disappeared amazing thats went online sephora read experimental result user probably effective product sephora treat redness ive tried lot murad caudalie fab clinique peter thomas korres josie maran product etc make face turn super red,5,positive,131,0.32708333333333334,2
love dry skin want plentiful spf ive dabbed jergens gradual selftanner continually purchase keep cabinet love bunch,5,positive,35,0.3461111111111111,2
love fresh beauty excited try lip mask definitely not disappoint use least three time week feel like using everyday would bit much anyway lip felt refreshed moisturized using,5,positive,50,0.15513392857142858,2
worst texture ever experiencedi fully prepped skin using product yet like rubbing sandpaper onto face pilled dried skin area pooled others covered nothing whole face looked orange completely caked overtried cover rosacea rather rosacea flareup foundation skin,1,negative,73,-0.225,0
gifted murad holy grail skin care come uneven skin tone post acne scarring tremendously helped get rid not majority acne scarring use daily highly recommend,5,positive,46,0.15866666666666668,2
trust process consistent see result week product work fading away dark spot,5,positive,24,-0.049999999999999996,2
waterless formula amazing using week love much waiting use vitamin like one love everything farmacy put one new fav sent complimentary farmacy beauty,5,positive,53,0.49312263257575756,2
tonic given face amazing glow sometimes blend moisturizer sometimes use drop use better glow use two light glow,5,positive,41,0.4,2
absolutely love work really well tell give face nice glow drinking combination skin deal dullness overall dont feel like skin look bright healthy started drinking every week total game changer think ingredient work much better collagen type drink ive used love take traveling received complimentary testing purpose opinion mine definitely repurchasing future,5,positive,109,0.2517857142857143,2
smell nice however not care facewash made oily face feel even oily made break not using,2,negative,28,0.690625,0
stuff incredible make skin feel extremely hydrated done wonder week use super quick easy apply absorbs skin well quite scented love however someone sensitive skin might not best option,5,positive,56,0.3575,2
already huge fan inkey list excited try polyglutamic acid serum find serum hydrating surprised texture feel lot like silicone based primer actually really like seal toner essence etc plus double hydrating primer great dry skin play well product without pilling flaking strong chemical scent first applied,4,positive,95,0.2904861111111111,2
great acne product benzoyl peroxide still get breakout since teenager used use clearasil counter benzoyl peroxide product younger really great job got older harsh really dried skin salicylic acid product dont work well hunt benzoyl peroxide product wasnt found work well use day bedtime smell like playdough work well clean face apply let set minute brush teeth apply moisturizer holy grail last quite awhile use day,5,positive,163,0.1544871794871795,2
feel really nice going great light cucumbery scent often burned little going particularly masque maybe hyaluronic acid maybe also use retinol dunno one thing making hesitant buy felt good moisturizing year old skin felt healthy though didnt necessarily see super dramatic effect moisturizer not anti aging cream still dramatic effect ive seen retinol plain coconut oil market,4,positive,92,0.2185317460317461,2
really love mask rarely rave skincare product one show result immediately skin literally clean glowing use would recommend opening pore hot towel prior using effective result,5,positive,47,0.3595238095238095,2
new favorite eye cream creamier gel formula not thick eye cream ive tried many heavy get white bump undereye much smoother right amount moisture finished product white bump little also long way,5,positive,69,0.06329816017316016,2
love serum moisturizing easy apply moisture effect instant lasting well think brightened eye day two thumb,5,positive,39,0.13680555555555554,2
love product expected love however pretty underwhelming didnt expect consistency like thick milky toner due texture doesnt soak cotton pad well kind spread around cotton pad otherwise sits top also take lot product adequately remove makeup full face require four saturated cotton round fully remove everythingbut remove makeup pretty well feel moisturizing even though still follow regular facial cleanser not fan much take use little difficult saturate cotton pad cant say reach first take makeup night,3,neutral,153,0.1710416666666667,1
extremely sensitive skin made skin clean detoxed sticky residue really lite strong fragrance irritant love purchase,5,positive,31,0.21500000000000002,2
received sample avocado ceramide moisture barrier cleanser glow recipe review purpose dry dehydrated skin still break occasionally prone hard oilclogged pore temple cheek primary treatment concern hyperpigmentation acne crow foot used avocado cleanser twice day two week cleanser creamy yet rinsed away cleanly reminiscent herbivore cloud jelly cleanser comparison purpose touch moisturizing cleanser really nice final cleanser use oilbalm first step second step foam cleanser treatment third cleanser one contains glycolic acid aha pha salicylic acid moisturizing cleanser depending skin need really appreciated avocado cleanser day used chemical exfoliant soothing not cause stinging highly recommend skin type even oily acneprone mentioned earlier rinse away cleanly not leave behind filmy residue also love ceramides prepostbiotics treating skin well gently cleansing overall,5,positive,212,0.1246825396825397,2
far best thing oily skin tried many thing must say best never try another face cleanser oily skin please keep great work sunday riley,5,positive,45,0.72,2
wasnt sure going feel product ended really loving use refresher skin not wearing makeup cleanse skin morning instead using facial cleanser immediately using skin nice glow also like follow bhydra extra boost hydration havent tried take full face makeup use get left makeup residue overall love,5,positive,103,0.3079545454545455,2
halfway second bottle dont think ive ever happier moisturizing product skin oily reactive often sensitized due regular use retinoids point desperation face mutinied another long line creamlotion hydrators lapis experience neither exczema flare ups clogged pore know arent fond smell find earthy slightly floral soothing,5,positive,83,-0.06833333333333333,2
kindly gifted ceo glow sunday riley honest feedback someone dedicated vitamin routine year ive wanted get ceo glow sometime ive heard great thing like thd ascorbic acid stable form vitamin thd stimulates collagen lascorbic acid tend enjoy better antiaging plumping firming collagen production ingredient ive using day see slight improvement skin tone texture always use form treatment retinol exfoliating product not time believe combination using various treatment help increase result leaf skin feeling soft not oily love packaging sunday riley product well would still like see vitamin product stored opaque container even not lascorbic base cannot wait finish bottle see difference shot also concentrating sun spot acne scar see look time finish bottle,5,positive,225,0.3299019607843137,2
rave true even oily skin wouldnt recommend using every time break tad use everyday make skin soooo smooth wanna say add coverage foundation love smell like rich people skinlol imagine smell super freaking good clean got sample size free month still plenty little long way great,4,positive,88,0.3420138888888889,2
impressed product super moisturizing not leave residue face fully expecting reason giving four star need use decent amount product take makeup dont think bottle would last long using makeup removing purpose youre refreshing dont need much product ill buy future forsure,4,positive,79,0.24648148148148152,2
bottle cute foam pumper well trying time skin got little irritated kind burned face little afraid trying usually skin isnt super sensitive reaction gifted benefit,3,neutral,53,0.08981481481481482,1
got mini size sample used two month put drop dark spot face used day night day let soak skin applying anything else dark spot didnt change didnt lighten give product star especially say magic name nothing magic nice bottle though,1,negative,83,0.1857142857142857,0
made skin feel great gave really nice subtle glow used two drop mixed moisturizer time looked really natural glowing also obsessed scent dropsso good,4,positive,43,0.22023809523809526,2
skip combo greasy skin time put enough adequate sun protection look greasy also unpleasant smell positive didnt leave white cast ended using hand use container not buying,2,negative,65,0.015800865800865812,0
skin started super dried spot couple night made thins better first time using great already,5,positive,27,0.3616666666666667,2
received product free influenster exchange honest opinion cold plunge pore remedy moisturizer work great noticed difference size pore nothing dramatic yet excited continue use project see happens time love smell product love way face feel applying little long way product probably last month combination skin not leave feelinglooking greasy overall great product,5,positive,98,0.2080128205128205,2
magical product delivers benefit saw fine line smoothed application didnt see big difference deeper wrinkle hope result time need small pea sized amount silky feel bit strange scent dont let stop blended skin didnt smell longer moisturizing sometimes dont use moisturizer afterwards need,4,positive,94,0.07552083333333334,2
happy started sample smell fake strong perfume may one thing however adding fake scent terrible ingredient another oil amazing wish would stuck natural model product seriously want kind stuff skin drugstore buy something heavy glycerine dump vegetable oil perfume thing way less,1,negative,88,-0.013888888888888874,0
first container arrived looking sad almost opened picture appears would light somewhat airy thick said jar looked half full challenging apply easily cover red badly need coverage may like need blend blend blend keep looking like mask needed redness near nose take forever blend not call attention pore seems sit top refusing blend skin ive used beautyblender well small brush fingertip apply use magnification mirror make sure harsh hard line last trying cover red might thing know need use light touch build coverage make look natural possible,3,neutral,196,0.06357142857142858,1
good cleanser however not big fan,4,positive,13,0.35,2
really like lightweight moisturizer didnt cause breakout irritation scent nice refreshing skin definitely feel hydrated glowing absolutely obsessed cutest tin packaging product gifted benefit cosmetic,5,positive,47,0.19583333333333333,2
great liquid texture moisturizing give beautiful glow skin also great makeup primer however fall short term effectiveness apply morning reapplied throughout day yet skin still tan sun tan skin response uva uvb damage even there burn,2,negative,63,0.6125,0
first packaging luxury impressed love smell little balm love way lip feel needed much cold weather glad received free testing purpose really recommend anyone imma buying new one run,5,positive,70,0.26353305785123965,2
applied cotton ball directed spread evenly skin felt hydrated soft silky evenness tone not oily overly drying unscented clear burning sensation alcohol sulfate free really good product,5,positive,54,0.3333333333333333,2
retinol take see result not going speak since ive using week hydrating formula hasnt caused irritation skin already feel softer smoother,5,positive,46,-0.06666666666666667,2
received product free influenster exchange honest review loved product smell light pleasant slightly sticky applying notice skin far moisturized continuous use also helped even dark spot,4,positive,55,0.3462962962962963,2
let start saying received sample store used checked review terrified read tended break people extremely angry acne prone skin one wrong product skin freak said gave try cant say enough positive thing skin oily tend moisturizer morning night control production oil mixed moisturizer three drop farsali volcanic ash elixir night three drop farsali rose gold elixir morning little long way product two small sample lasted week half skin never looked flawless even stopped wearing normal full coverage foundation skin glowing dont need acne cleared mild scare cheek significantly reduced think secret product using lot less think making sure rub totally absorbed really thick highly recommend product purchasing full size asap,5,positive,227,0.10571969696969696,2
take makeup well version farmacy balm smell like chicken coop,2,negative,18,-0.6,0
glow recipe gifted newly packaged glow lip pop watermelon purchased lip pop first came loved much one thing didnt love half tube product half empty space happy see glow recipe took customer feedback heart repackaged lovely lip balm two noticeable difference tip round versus original pointed tip product tube overall happy run ill inclined repurchase get bang buck,5,positive,123,0.30133477633477634,2
love good vitamin serum found winner one feel like silk face excited find product quality affordable continue use many month year come gifted,5,positive,51,0.515,2
absolutely love product first night using see great result skin feel fresh soft acne gone significantly would recommend product anyone need new nighttime routine,5,positive,45,0.26207210998877667,2
really hopeful product ive problem fine line wand product seemed appealing product nothing,2,negative,27,0.37222222222222223,0
not sure help product puffiness however noticed brighter eye general love smell consistency product,4,positive,28,0.14583333333333334,2
loving tatcha product tried far tried last evening first time woke morning definitely noticed difference using conjunction japanese ritual glowing skin skincare line,5,positive,42,0.15833333333333333,2
skeptical buy product first quite expensive desperate find product help maskne definitely helped lighten acne scar road recovery cant thank product enough,5,positive,53,-0.225,2
product wonderful like much skin around eye look brighter,5,positive,17,0.63,2
toner amazingly gentle combination skin sensitive easily get red hyperpigmented cant even tell toner light fragrance made nonirritating swipe like water stinging afterwards oily part face get mattified without overly drying part con ill say bit difficult get product cotton pad dont know toner getting cotton thats nitpicky glad purchased,5,positive,103,0.1259259259259259,2
probably worst tinted sunscreen ever tried extremely oily break skin tried makeup alone look ridiculous within hour application,1,negative,36,-0.4861111111111111,0
received inkey list polyglutamic acid hydrating serum sample pinchme lightweight super effective skin felt soft silky immediately typically dry sensitive skin,4,positive,36,0.15000000000000002,2
bought hoping cut step morning routine oily acne prone skin working texture overall pigment last year niacinamide big selling factor wash face shower use toner get would loved last step way heavy oily skin took forever absorb skin even left bit sticky feeling face dont wear lot makeup part reason working texture pigment barely hour face shiny not good way like way product smell like way packaged doesnt take much get coverage really high hope feeling oily skin would likely not work little skin fairlight oily acneprone live florida spf absolute must daily use spf niacinamide retinol skin texture pretty smooth pigment also pretty uniform one small wrinkle beginning forehead hoping skincare measure help keep bay gave star think great product wasnt great,3,neutral,274,0.18275454545454545,1
received product free gift murad pleased thus far texture product smooth making easy spread skin apply thin layer light pleasant scent feel luxurious packaging heavy duty good way isnt least bit cheap retinol serum feel though get quite large amount product ive using nightly week feel though see result already giving younger healthier looking skin looking forward continual use product well result,5,positive,124,0.25673015873015875,2
skiis facial treatment cleanser amazing formula texture smooth airy glide skin effortlessly provides cooling sensation little long way tube last longer expected cleanser wash easily leaf skin feeling clean refreshed highly recommend,5,positive,50,0.2115740740740741,2
love using facial cream midnight recovery oil face clear glowing also love texture smell smell like fresh pool love cant wait order finally back stock,5,positive,53,0.30000000000000004,2
caudalie vinopure purifying gel cleanser clear runny gel runnier would liked decent amount lather washing face left face feeling clean not dry face really nice scent light not overpowering overwhelming nice change scent used prefer scent cleanser receivedthis item free exchange honest opinionfreeproduct,5,positive,88,0.34012820512820513,2
received freeproduct liked using cleanser skin tends sting use something rough perfect soothing like gel texture well,5,positive,35,0.5,2
fantastic moisturizer make skin feel refreshed sticky residue creamy doesnt feel heavy skin also appreciate added spf highquality packaging,5,positive,34,0.16666666666666666,2
love color product unique unlike face mask ive tried compact packaging make great onthego easy add skincare routine noticeably smaller pore even one use,5,positive,45,0.33055555555555555,2
